loc_id,ship-state,ship-city,ship-postal-code
0,UNKNOWN,UNKNOWN,UNKNOWN
1,KARNATAKA,BENGALURU,560085
2,MAHARASHTRA,NAVI MUMBAI,410210
3,TAMIL NADU,CHENNAI,600073
4,UTTAR PRADESH,GHAZIABAD,201102
5,CHANDIGARH,CHANDIGARH,160036
6,TELANGANA,HYDERABAD,500032
7,TELANGANA,HYDERABAD,500008
8,TAMIL NADU,CHENNAI,600041
9,UTTAR PRADESH,NOIDA,201303
10,MAHARASHTRA,AMRAVATI.,444606
11,MAHARASHTRA,MUMBAI,400053
12,ANDHRA PRADESH,GUNTAKAL,515801
13,RAJASTHAN,JAIPUR,302020
14,DELHI,NEW DELHI,110074
15,HARYANA,GURGAON,122004
16,KARNATAKA,BENGALURU,560017
17,TAMIL NADU,TIRUCHIRAPPALLI,620018
18,KARNATAKA,BENGALURU,560040
19,TELANGANA,HYDERABAD,500072
20,ASSAM,TEZPUR,784001
21,JHARKHAND,RANCHI,834002
22,CHHATTISGARH,BILASPUR,495001
23,MAHARASHTRA,PUNE,411052
24,KARNATAKA,BENGALURU,560037
25,TAMIL NADU,THIRUVARUR,613704
26,UTTAR PRADESH,LUCKNOW,226010
27,ANDHRA PRADESH,VISAKHAPATNAM,530016
28,ODISHA,JEYPUR,764001
29,TELANGANA,HYDERABAD,500028
30,UTTAR PRADESH,LUCKNOW,226016
31,TAMIL NADU,CHENNAI,600033
32,DELHI,NEW DELHI,110092
33,KERALA,THIRUVANANTHAPURAM,695011
34,UTTAR PRADESH,GREATER NOIDA,201306
35,MADHYA PRADESH,JABALPUR,482002
36,MAHARASHTRA,MUMBAI,400092
37,UTTAR PRADESH,LUCKNOW,226017
38,MAHARASHTRA,MUMBAI,400076
39,WEST BENGAL,KOLKATA,700014
40,ANDHRA PRADESH,ONGOLE,523001
41,TELANGANA,SECUNDERABAD,500017
42,TELANGANA,HYDERABAD,500062
43,UTTAR PRADESH,KEWALPUR,271881
44,ODISHA,CUTTACK,753012
45,MAHARASHTRA,BADLAPUR,421503
46,NAGALAND,DIMAPUR,797112
47,KARNATAKA,BENGALURU,560047
48,KARNATAKA,BENGALURU,560076
49,TELANGANA,WARANGAL,506001
50,RAJASTHAN,DHAULPUR,328024
51,ASSAM,GUWAHATI,781029
52,KARNATAKA,BENGALURU,560103
53,KARNATAKA,BENGALURU,560023
54,MAHARASHTRA,NAGPUR,440022
55,MAHARASHTRA,THANE,400607
56,GUJARAT,DAHOD,389151
57,JHARKHAND,RANCHI,834004
58,MAHARASHTRA,PUNE,411014
59,KARNATAKA,VIJAPURA,586201
60,MAHARASHTRA,MUMBAI,400080
61,KARNATAKA,BANGALORE,560001
62,KARNATAKA,BENGALURU,560098
63,ODISHA,BERHAMPUR,760002
64,TELANGANA,HYDERABAD,500085
65,MAHARASHTRA,PUNE,411045
66,GUJARAT,HIMMATNAGAR,383001
67,WEST BENGAL,KOLKATA,700048
68,TELANGANA,HYDERABAD,502032
69,WEST BENGAL,KOLKATA,700078
70,TAMIL NADU,DHARMAPURI,636705
71,UTTARAKHAND,DEHRADUN,248005
72,RAJASTHAN,JAIPUR,303905
73,GUJARAT,VADODARA,390019
74,KERALA,CHAVAKKAD,680506
75,BIHAR,PATNA,800026
76,TAMIL NADU,CHENNAI,600028
77,GUJARAT,VADODARA,390018
78,GUJARAT,VADODARA,390003
79,MAHARASHTRA,PUNE,411046
80,JAMMU & KASHMIR,JAMMU,180011
81,KARNATAKA,BANGALORE,560026
82,DELHI,NEW DELHI,110036
83,HARYANA,NARNAUND,125039
84,GUJARAT,AHMEDABAD,380051
85,MAHARASHTRA,AMBARNATH,421502
86,MADHYA PRADESH,GWALIOR,474005
87,DELHI,NEW DELHI,110078
88,HARYANA,ROHTAK,124001
89,WEST BENGAL,KOLKATA,700156
90,DELHI,NEW DELHI,110034
91,TELANGANA,HYDERABAD,500054
92,BIHAR,PATNA,800002
93,TELANGANA,RAMAGUNDAM,505211
94,UTTARAKHAND,PITHORAGARH,262501
95,WEST BENGAL,KOLKATA,700057
96,MAHARASHTRA,MUMBAI,400101
97,TELANGANA,HYDERABAD,500053
98,ASSAM,"GUWAHATI, KAMRUP (M)",781014
99,KARNATAKA,KOLAR,563101
100,PUNJAB,PATIALA,147001
101,MADHYA PRADESH,REWA,486001
102,ASSAM,BONGAIGAON,783380
103,TELANGANA,HYDERABAD,500087
104,KARNATAKA,BENGALURU,560055
105,TAMIL NADU,CHENGALPATTU,603002
106,TAMIL NADU,PERAMBALUR,621212
107,HIMACHAL PRADESH,BILASPUR,174001
108,TAMIL NADU,CHENNAI,600099
109,UTTAR PRADESH,VARANASI,221010
110,KARNATAKA,BENGALURU,560036
111,TAMIL NADU,COIMBATORE,641035
112,CHHATTISGARH,CHIRMIRI,497449
113,UTTAR PRADESH,AZAMGARH,276302
114,MAHARASHTRA,KALYAN,421306
115,DELHI,NEW DELHI,110016
116,ASSAM,GUWAHATI,781026
117,KARNATAKA,MYSORE,570008
118,UTTAR PRADESH,BARABANKI,225001
119,UTTAR PRADESH,AMILA,275301
120,ANDHRA PRADESH,VIJAYAWADA,520010
121,CHHATTISGARH,RAWAN AMBUJA CEMENT PLANT,493331
122,UTTARAKHAND,HERBERTPUR,248142
123,KARNATAKA,BENGALURU,560048
124,KERALA,KALAMASSERY,682021
125,ODISHA,PURI-2,752002
126,ODISHA,TIKABALI,762010
127,BIHAR,BIHARSHARIF,803115
128,TELANGANA,HYDERABAD,500075
129,KERALA,PARAVUR,683513
130,UTTAR PRADESH,BASTI,272001
131,TAMIL NADU,WALAJAPET,632513
132,KARNATAKA,BENGALURU,560029
133,HARYANA,MAHENDRAGARH,123027
134,TELANGANA,HYDERABAD,500086
135,DELHI,NEW DELHI,110019
136,HARYANA,GURUGRAM,122002
137,KARNATAKA,BENGALURU,560022
138,MAHARASHTRA,MUMBAI,400069
139,UTTAR PRADESH,BIJNOR,246722
140,MAHARASHTRA,MUMBAI,400078
141,UTTAR PRADESH,ALLAHABAD,211001
142,MAHARASHTRA,VASAI VIRAR,401202
143,UTTAR PRADESH,BIJNOR,246701
144,TELANGANA,HYDERABAD,500090
145,KARNATAKA,BENGALURU,560075
146,KARNATAKA,MANGALURU,575001
147,TELANGANA,HYDERABAD,500034
148,WEST BENGAL,NEW TOWN,700059
149,MAHARASHTRA,MUMBAI,400016
150,UTTAR PRADESH,SAMBHAL,244302
151,MAHARASHTRA,NAGPUR,441002
152,TAMIL NADU,ELAVANASURKOTTAI,607202
153,MAHARASHTRA,SANGLI MIRAJ KUPWAD,416410
154,KARNATAKA,MYSURU,570016
155,GUJARAT,ANKLESHWR,393002
156,TAMIL NADU,CHENNAI,600117
157,UTTAR PRADESH,GREATER NOIDA WEST,201009
158,JAMMU & KASHMIR,JAMMU,180007
159,ARUNACHAL PRADESH,ITANAGAR,791113
160,WEST BENGAL,KOLKATA,700075
161,MAHARASHTRA,KARANJA,444105
162,RAJASTHAN,NIMBAHERA,312620
163,MANIPUR,IMPHAL EAST,795010
164,WEST BENGAL,BIDHAN NAGAR,700064
165,KARNATAKA,BENGALURU,560064
166,GUJARAT,AHMEDABAD,380015
167,TAMIL NADU,TIRUCHIRAPPALLI,620001
168,ODISHA,BHUBANESWAR,752054
169,UTTAR PRADESH,ALIGARH,202001
170,KERALA,KOCHI,682006
171,UTTAR PRADESH,GHAZIABAD,201014
172,MAHARASHTRA,PUNE,412207
173,KARNATAKA,BANGALORE,560016
174,KERALA,MALAPPURAM,676517
175,UTTAR PRADESH,NOIDA,201301
176,UTTAR PRADESH,GREATER NOIDA,201308
177,BIHAR,PATNA,800023
178,ASSAM,SIBSAGAR,785674
179,BIHAR,GAYA,823001
180,KARNATAKA,BENGALURU,560083
181,KERALA,KOLLAM,691522
182,KERALA,PERALASSERI,670622
183,KARNATAKA,BENGALURU,560102
184,KARNATAKA,BENGALURU,560100
185,KARNATAKA,UDUPI,576104
186,ASSAM,MARIANI,785634
187,DELHI,NEW DELHI,110075
188,KARNATAKA,MANGALURU,575006
189,GUJARAT,AHMEDABAD,380022
190,WEST BENGAL,KOLKATA,700051
191,WEST BENGAL,COOCH BEHAR,736101
192,MAHARASHTRA,PUNE,411037
193,UTTARAKHAND,DEHRADUN,248009
194,WEST BENGAL,KOLKATA,700070
195,TELANGANA,SECUNDERABAD,500010
196,RAJASTHAN,UDAIPUR,313001
197,TAMIL NADU,COIMBATORE,641030
198,ODISHA,BHUBANESWAR,751006
199,BIHAR,BHAGALPUR,812003
200,MAHARASHTRA,NAGPUR,440036
201,TAMIL NADU,CHENNAI,600096
202,WEST BENGAL,BERHAMPORE,742103
203,UTTARAKHAND,DEHRADUN,248001
204,MADHYA PRADESH,SEONI,480661
205,UTTAR PRADESH,AGRA,282002
206,UTTAR PRADESH,LUCKNOW,226029
207,BIHAR,PATNA,800001
208,UTTAR PRADESH,GHAZIABAD,201012
209,HIMACHAL PRADESH,NERMAND,172023
210,TAMIL NADU,CHENNAI,600010
211,TELANGANA,KAMAREDDY,503111
212,JAMMU & KASHMIR,SRINAGAR,190015
213,KARNATAKA,BENGALURU,560042
214,KARNATAKA,MUDDEBIHAL,586212
215,ANDHRA PRADESH,SANTHAMAGULURU MANDAL,523302
216,TELANGANA,HYDERABAD,500058
217,DELHI,NEW DELHI,110045
218,KARNATAKA,BENGALURU,562125
219,WEST BENGAL,KOLKATA 700034,700034
220,WEST BENGAL,KOLKATA,700045
221,TELANGANA,HYDERABAD,500001
222,WEST BENGAL,BARUIPUR,700145
223,ODISHA,KENDRAPARA,754211
224,HARYANA,GURUGRAM,122001
225,ANDHRA PRADESH,VIJAYAWADA,521225
226,MAHARASHTRA,MUMBAI,400072
227,MAHARASHTRA,NASHIK,422003
228,MAHARASHTRA,THANE,401107
229,PUNJAB,HOSHIARPUR,146001
230,KARNATAKA,BENGALURU,560010
231,MAHARASHTRA,BARSHI,413401
232,TELANGANA,HYDERABAD,500089
233,KARNATAKA,BENGALURU,560068
234,TAMIL NADU,CHENNAI,600036
235,HARYANA,CHANDI MANDIR,134107
236,MADHYA PRADESH,UJJAIN,456010
237,UTTARAKHAND,HALDWANI,263139
238,TAMIL NADU,CHENNAI,600125
239,MAHARASHTRA,MUMBAI,400049
240,UTTARAKHAND,UTTARKASHI,249193
241,GOA,OLD GOA,403107
242,MADHYA PRADESH,MAHESHWAR,451224
243,TELANGANA,HYDERABAD,500073
244,MEGHALAYA,SHILLONG,793008
245,MADHYA PRADESH,DHAMNOD DHAR DISTRICT,454552
246,KARNATAKA,BENGALURU,560070
247,WEST BENGAL,CHAKDAHA,741222
248,TAMIL NADU,CHENNAI,600082
249,WEST BENGAL,KOLKATA,700044
250,KARNATAKA,CHIKKAMAGALURU,577101
251,ODISHA,BHUBANESWAR,751003
252,HARYANA,GURUGRAM,122018
253,WEST BENGAL,KOLKATA,700050
254,UTTAR PRADESH,ALLAHABAD,211004
255,UTTAR PRADESH,LUCKNOW,226022
256,WEST BENGAL,KOLKATA,700089
257,WEST BENGAL,MALDA,732101
258,ANDHRA PRADESH,NELLORE,524314
259,PUDUCHERRY,PUDUCHERRY,605008
260,GOA,CUNCOLIM,403703
261,TELANGANA,HYDERABAD,500068
262,MAHARASHTRA,PUNE,411028
263,KERALA,TRIVANDRUM,695003
264,UTTAR PRADESH,KANPUR,208027
265,TAMIL NADU,CHINNALAPATTI,624301
266,KARNATAKA,BENGALURU,560072
267,UTTARAKHAND,BAGESHWAR,263642
268,DELHI,NEW DELHI,110059
269,WEST BENGAL,BARRACKPORE,700122
270,MAHARASHTRA,DOMBIVALI  EAST,421201
271,DELHI,NEW DELHI,110017
272,BIHAR,PATNA,801105
273,TELANGANA,HYDERABAD,500070
274,DELHI,NEW DELHI,110085
275,WEST BENGAL,NEW TOWN,700135
276,TELANGANA,HYDERABAD,502319
277,DELHI,NEW DELHI,110096
278,ASSAM,SIBSAGAR,785667
279,JAMMU & KASHMIR,JAMMU,180015
280,MAHARASHTRA,PUNE,411019
281,KERALA,PATHANAPURAM,689695
282,MAHARASHTRA,SOLAPUR,413001
283,MAHARASHTRA,PUNE,411047
284,TELANGANA,MAHBUBNAGAR,509001
285,UTTARAKHAND,NK SWEETS VIKASNAGAR,248198
286,WEST BENGAL,DARJEELING,734101
287,JHARKHAND,RANCHI,834001
288,KARNATAKA,BENGALURU,560019
289,PUNJAB,LUDHIANA,141001
290,TELANGANA,HYDERABAD,500043
291,BIHAR,MUZAFFARPUR,842002
292,TELANGANA,SECUNDERABAD,500011
293,UTTAR PRADESH,SONBHADRA,231216
294,ANDHRA PRADESH,KAKINADA,533003
295,WEST BENGAL,HALDIA,721635
296,GOA,TIVIM,403502
297,TAMIL NADU,CHENNAI,600024
298,UTTAR PRADESH,AGRA,282001
299,GUJARAT,MANDVI KACHCHH DISTRICT,370465
300,ODISHA,SAMBALPUR,768004
301,TAMIL NADU,KANNIYAKUMARI,629701
302,MAHARASHTRA,"CHINCHWAD ,PUNE",411019
303,TELANGANA,HYDERABAD,500094
304,BIHAR,PURNIA,854301
305,WEST BENGAL,KOLKATA,700059
306,MEGHALAYA,SHILLONG,793022
307,MAHARASHTRA,PUNE,411057
308,ANDHRA PRADESH,TADEPALLIGUDEM,534101
309,UTTAR PRADESH,GHAZIABAD,201001
310,MADHYA PRADESH,GWALIOR,474001
311,MAHARASHTRA,AKOLA,444101
312,ASSAM,JORHAT,785001
313,TAMIL NADU,CHENNAI,600100
314,KARNATAKA,RAMANAGARA,562159
315,KARNATAKA,VIJAYAPUR,586109
316,JHARKHAND,BOKARO STEEL CITY,827001
317,KARNATAKA,BENGALURU,560008
318,UTTAR PRADESH,LUCKNOW,226002
319,TELANGANA,KHAMMAM,507003
320,DELHI,NEW DELHI,110084
321,MAHARASHTRA,AURANGABAD,431002
322,MADHYA PRADESH,GADARWARA,487551
323,TELANGANA,HYDERABAD,500050
324,PUDUCHERRY,PUDUCHERRY,605001
325,MAHARASHTRA,SHIRDI,423109
326,TAMIL NADU,VELLORE,632004
327,KARNATAKA,MANGALURU,575007
328,MADHYA PRADESH,SINGRAULI,486889
329,DELHI,NEW DELHI,110063
330,KARNATAKA,BENGALURU,560077
331,MAHARASHTRA,MUMBAI,400097
332,KERALA,THRIPPUNITHURA,682301
333,ODISHA,KENDUJHAR,758001
334,MAHARASHTRA,MUMBAI,400066
335,MAHARASHTRA,KALYAN,421201
336,TAMIL NADU,CHENNAI,600015
337,TAMIL NADU,CHENNAI,600115
338,HARYANA,GURUGRAM,122022
339,PUNJAB,LUDHIANA,141012
340,GOA,NERUL,403114
341,MANIPUR,IMPHAL,795004
342,ASSAM,PALASBARI,781120
343,KARNATAKA,CHIKKABALLAPUR,562101
344,WEST BENGAL,ANDUL NEAR MAYA STORES,711302
345,KARNATAKA,BENGALURU,560078
346,MAHARASHTRA,MUMBAI,400067
347,TELANGANA,HYDERABAD,500067
348,KARNATAKA,BENGALURU,560011
349,KARNATAKA,BENGALURU,560035
350,GUJARAT,SURAT,395007
351,ANDHRA PRADESH,CHITTOOR,517001
352,KARNATAKA,KADUR,577548
353,RAJASTHAN,SURATGARH,335804
354,MAHARASHTRA,MIRA ROAD,401107
355,MAHARASHTRA,MUMBAI,400095
356,PUNJAB,DINANAGAR,143531
357,WEST BENGAL,KOLKATA,700028
358,MAHARASHTRA,KALYAN,421004
359,TAMIL NADU,ARAKANDANALLUR,605752
360,MADHYA PRADESH,BHOPAL,462038
361,HARYANA,GURGAON,122001
362,TELANGANA,HYDERABAD,500036
363,CHHATTISGARH,BHATGAON,497235
364,ODISHA,BHANJANAGAR,761126
365,ANDHRA PRADESH,VISAKHAPATNAM,531173
366,ANDHRA PRADESH,MADHURAWADA,530048
367,UTTARAKHAND,ALMORA,263601
368,ANDHRA PRADESH,PRODDATUR,516360
369,MAHARASHTRA,SHRIGONDA,413701
370,TAMIL NADU,CHENNAI,600089
371,UTTAR PRADESH,FAIZABAD,224001
372,RAJASTHAN,BHIWADI,301019
373,KARNATAKA,BANGALORE,560078
374,UTTAR PRADESH,ALLAHABAD,211002
375,TELANGANA,WARANGAL,506009
376,GUJARAT,VADODARA,390011
377,DELHI,NEW DELHI,110030
378,MAHARASHTRA,NASHIK,422101
379,WEST BENGAL,MALDA,732103
380,MAHARASHTRA,KALYAN,421301
381,ANDHRA PRADESH,VISAKHAPATNAM,530047
382,KERALA,KOLLAM,690521
383,KARNATAKA,BENGALURU,560021
384,MAHARASHTRA,MUMBAI,400042
385,ANDHRA PRADESH,GUNTUR,522614
386,GUJARAT,AHMEDABAD,380058
387,KARNATAKA,MANGALURU,575002
388,KARNATAKA,BENGALURU,560043
389,MAHARASHTRA,PUNE,411033
390,UTTARAKHAND,ROORKEE,247667
391,MAHARASHTRA,NAGPUR,440006
392,ODISHA,GOLABANDHA,761002
393,WEST BENGAL,BHATPARA,743127
394,HIMACHAL PRADESH,PALAMPUR,176092
395,MAHARASHTRA,PUNE,411001
396,UTTAR PRADESH,KANPUR,208017
397,MAHARASHTRA,MUMBAI,400074
398,TAMIL NADU,CHENNAI,600128
399,DELHI,NEW DELHI,110058
400,MADHYA PRADESH,PICHHORE SHIVPURI DISTRICT,473995
401,UTTAR PRADESH,LUCKNOW,226025
402,MAHARASHTRA,MUMBAI,400098
403,KERALA,THIRUVANANTHAPURAM,695005
404,KERALA,MAVELIKKARA,690107
405,WEST BENGAL,KOLKATA,700022
406,MAHARASHTRA,THANE,400615
407,KARNATAKA,MYSURU,570001
408,PUNJAB,QADIAN,143516
409,ODISHA,BHUBANESWAR,751021
410,KARNATAKA,KALABURGI,585101
411,MAHARASHTRA,NAGPUR,440003
412,TELANGANA,RANGAREDDY,509327
413,TELANGANA,HYDERABAD,500013
414,GUJARAT,AHMEDABAD,380054
415,TAMIL NADU,CHENNAI,600063
416,TRIPURA,DHARMANAGAR,799250
417,RAJASTHAN,JAIPUR,302012
418,HARYANA,JHAJJAR,124103
419,TELANGANA,HYDERABAD,500005
420,KARNATAKA,BENGALURU,560105
421,JHARKHAND,JAMSHEDPUR,831005
422,GUJARAT,VADODARA,390016
423,UTTAR PRADESH,MEERUT,250001
424,UTTAR PRADESH,GORAKHPUR,273004
425,KARNATAKA,MUDBIDRI,574227
426,GOA,VASCO DA GAMA,403802
427,GUJARAT,NADIAD,387001
428,JAMMU & KASHMIR,JANIPUR,180007
429,MAHARASHTRA,NAGPUR,440015
430,UTTAR PRADESH,GHAZIABAD,201009
431,TELANGANA,HYDERABAD,500006
432,ANDHRA PRADESH,VISAKHAPATNAM,530027
433,UTTAR PRADESH,KANPURKANPUR,208013
434,TELANGANA,HYDERABAD,500098
435,UTTAR PRADESH,HAMIRPUR,210504
436,TAMIL NADU,CHENNAI,600086
437,PUNJAB,AMRITSAR,143001
438,DELHI,NEW DELHI,110039
439,TAMIL NADU,COIMBATORE,641037
440,RAJASTHAN,PALI,306401
441,MAHARASHTRA,BASSEIN,401201
442,KERALA,THIRUVALLA,689101
443,MANIPUR,IMPHAL,795113
444,TAMIL NADU,AMBASAMUDRAM,627401
445,KERALA,PATHANAMTHITTA,689698
446,TAMIL NADU,CHENNAI,600002
447,ANDHRA PRADESH,VIZIANAGARAM,535002
448,ANDHRA PRADESH,CHITTOOR DISTRICT,517113
449,UTTAR PRADESH,RAE BARELI,229001
450,BIHAR,BENIPUR,847201
451,UTTARAKHAND,KHATIMA,262308
452,TAMIL NADU,ERODE,638005
453,JHARKHAND,BOKARO STEEL CITY,827012
454,MAHARASHTRA,ULHASNAGAR,421001
455,MADHYA PRADESH,INDORE,452010
456,PUNJAB,HALWARA,141106
457,MAHARASHTRA,THANE,401101
458,KARNATAKA,BENGALURU,560056
459,TAMIL NADU,"NEELAKUDI, THIRUVARUR",610005
460,RAJASTHAN,JAIPUR,302021
461,ODISHA,CUTTACK,753009
462,WEST BENGAL,KOLKATA,700032
463,ANDHRA PRADESH,VIJAYAWADA,520015
464,MAHARASHTRA,VASAI VIRAR,401209
465,HIMACHAL PRADESH,SHIMLA,171009
466,BIHAR,DARBHANGA,846003
467,WEST BENGAL,BURDWAN,713101
468,TELANGANA,HYDERABAD,500055
469,WEST BENGAL,KOLKATA,700017
470,TELANGANA,SECUNDERABAD,500094
471,MAHARASHTRA,MIHAN,441110
472,UTTAR PRADESH,KHURJA,203131
473,DELHI,NEW DELHI,110029
474,LADAKH,CHOGLAMSAR,194104
475,KARNATAKA,BENGALURU,560033
476,MAHARASHTRA,YAVATMAL,445001
477,UTTAR PRADESH,ALLAHABAD,212404
478,ODISHA,REDHAKHOL,768106
479,TAMIL NADU,CHENNAI,600071
480,MEGHALAYA,SHILLONG,793018
481,TELANGANA,HYDERABAD,500084
482,UTTAR PRADESH,FARIDPUR BAREILLY DISTRICT,243503
483,ODISHA,ROURKELA,769015
484,ANDHRA PRADESH,VIZIANAGARAM,535004
485,RAJASTHAN,JAIPUR,302019
486,KARNATAKA,DHARWAD,580003
487,HIMACHAL PRADESH,DAULATPUR,177204
488,MAHARASHTRA,JALNA,431203
489,TELANGANA,KARIMNAGAR,505001
490,DELHI,NEW DELHI,110033
491,MAHARASHTRA,"ARVI,DIST- WARDHA",442201
492,WEST BENGAL,KURSEONG,734203
493,TELANGANA,HYDERABAD,500015
494,MAHARASHTRA,NANDURA,443404
495,DADRA AND NAGAR,DIU,362570
496,MAHARASHTRA,MUMBAI 400101,400101
497,UTTAR PRADESH,GHAZIABAD,201010
498,TAMIL NADU,CHENNAI,600012
499,TAMIL NADU,PONNERI,601204
500,TELANGANA,HYDERABAD,500049
501,WEST BENGAL,SERAMPORE,712249
502,KARNATAKA,KINNIGOLI,574141
503,UTTAR PRADESH,MIRZAPUR CUM VINDHYACHAL,231001
504,KARNATAKA,BENGALURU,560016
505,ASSAM,DIBRUGARH,786001
506,MAHARASHTRA,THANE,401105
507,KARNATAKA,BENGALURU,560066
508,WEST BENGAL,DEGANGA,743438
509,WEST BENGAL,KOLKATA,700033
510,ASSAM,KARIMGANJ,788710
511,GUJARAT,AHMEDABAD,382340
512,KERALA,ALATHUR,678572
513,KERALA,ALUVA,683102
514,TAMIL NADU,CHENNAI,600083
515,UTTAR PRADESH,AZAMGARH,276141
516,KERALA,CHENGAMANAD,683102
517,TELANGANA,NIZAMABAD,503001
518,MAHARASHTRA,LONI KALBHOR,412201
519,JHARKHAND,KHELARI,829205
520,KARNATAKA,BENGALURU,560097
521,UTTAR PRADESH,GHAZIPUR,233001
522,WEST BENGAL,KOLKATA,700034
523,MAHARASHTRA,PUNE,411048
524,ODISHA,CUTTACK,753001
525,KARNATAKA,KALABURGI,585104
526,BIHAR,KATIHAR,855102
527,KARNATAKA,BENGALURU,560086
528,TAMIL NADU,NAGERCOIL,629002
529,MAHARASHTRA,MUMBAI,400077
530,TELANGANA,KOTHAGUDEM,507101
531,RAJASTHAN,BHINDER,313603
532,GUJARAT,AHMEDABAD,382481
533,TAMIL NADU,CHENNAI,600078
534,PUNJAB,JALANDHAR,144005
535,ANDHRA PRADESH,NARASAPUR,534275
536,KERALA,PALAKKAD,678502
537,ANDHRA PRADESH,PARVATHIPURAM,535501
538,MAHARASHTRA,PUNE,411024
539,MAHARASHTRA,MUMBAI,400030
540,MADHYA PRADESH,SATNA,485001
541,TAMIL NADU,PADUR,603103
542,TAMIL NADU,MADURAI,625007
543,MAHARASHTRA,MUMBAI,400029
544,UTTAR PRADESH,BALLIA,277001
545,MAHARASHTRA,PUNE,411041
546,HARYANA,FARIDABAD,121003
547,MAHARASHTRA,KALYAN,421204
548,TELANGANA,DEVARAKONDA,508248
549,HARYANA,GURUGRAM,122017
550,KERALA,THRISSUR,680003
551,KARNATAKA,BANGALORE,560061
552,KARNATAKA,BENGALURU,560057
553,KARNATAKA,BENGALURU,560032
554,TAMIL NADU,DHARMAPURI,636701
555,UTTAR PRADESH,MEERUT,250002
556,TELANGANA,SECUNDERABAD,500009
557,UTTAR PRADESH,NOIDA,201305
558,JHARKHAND,DANGUWAPASI,833212
559,ASSAM,DHEMAJI,786189
560,MAHARASHTRA,PULGAON,442302
561,KERALA,AKATHIYOOR,680542
562,DELHI,SHAKARPUR,110092
563,WEST BENGAL,KOLKATA,700004
564,MANIPUR,IMPHAL EAST,795008
565,ANDHRA PRADESH,CHEBROLU,522212
566,KERALA,ALAPPUZHA,688006
567,UTTAR PRADESH,AKBARPUR,224122
568,MAHARASHTRA,NAGPUR,441111
569,WEST BENGAL,NABAGRAM COLONY,712246
570,WEST BENGAL,KOLKATA,700074
571,KERALA,KOZHIKODE,673574
572,PUDUCHERRY,PUDUCHERRY,605009
573,DELHI,NEW DELHI,110086
574,WEST BENGAL,NEW TOWN,700156
575,KARNATAKA,NELAMANGALA,562123
576,ODISHA,"KOTPAD, KORAPUT",764058
577,ODISHA,BHUBANESWAR,751015
578,MAHARASHTRA,NASHIK,422401
579,BIHAR,KATIHAR,854107
580,WEST BENGAL,KOLKATA,700090
581,KERALA,ALAPPUZHA,688002
582,UTTAR PRADESH,BAREILLY,243001
583,DELHI,NEW DELHI,110007
584,WEST BENGAL,KOLKATA,700039
585,TAMIL NADU,CHENNAI,600043
586,TAMIL NADU,CHENNAI,600093
587,MAHARASHTRA,TIRORA,441911
588,PUNJAB,ZIRAKPUR,140603
589,GUJARAT,VADODARA,390025
590,RAJASTHAN,AJMER,305001
591,KARNATAKA,MADIKERI,571201
592,KERALA,THRISSUR,680596
593,MAHARASHTRA,PUNE,411006
594,KARNATAKA,BENGALURU,560091
595,TAMIL NADU,CHENNAI,600040
596,JAMMU & KASHMIR,JAMMU,181124
597,RAJASTHAN,DUNGARPUR,314031
598,HARYANA,PANCHKULA,134117
599,GUJARAT,DHOLKA,382225
600,JHARKHAND,DALTONGANJ,822102
601,KARNATAKA,BENGALURU,560094
602,PUNJAB,BATHINDA,151001
603,UTTAR PRADESH,LUCKNOW,226026
604,TELANGANA,HYDERABAD,501505
605,MAHARASHTRA,NAGPUR,440030
606,JHARKHAND,RANCHI,834003
607,BIHAR,PATNA,800024
608,KARNATAKA,"KAMATGI,HUNUGUND TALUK,BAGALKOT DISTRICT",587120
609,ASSAM,GUWAHATI,781017
610,ASSAM,GUWAHATI,781015
611,JHARKHAND,RANCHI,834009
612,TAMIL NADU,CHENNAI,600088
613,ODISHA,BHUBANESWAR,751001
614,DELHI,NEW DELHI,110068
615,MAHARASHTRA,NAGPUR,440013
616,MAHARASHTRA,ARNI,445103
617,GUJARAT,MORBI,363641
618,TAMIL NADU,CHENNAI,600106
619,KARNATAKA,BANTWAL,574211
620,ASSAM,GUWAHATI,781035
621,ODISHA,GANJAM,761209
622,MADHYA PRADESH,DEWAS,455001
623,MAHARASHTRA,PUNE,411040
624,BIHAR,PATNA,800003
625,RAJASTHAN,NAGAUR,342037
626,UTTAR PRADESH,KANPUR,209864
627,KERALA,NEYYATTINKARA,695122
628,KARNATAKA,BENGALURU,560067
629,TAMIL NADU,COIMBATORE,641049
630,MAHARASHTRA,MUMBAI,400012
631,WEST BENGAL,SILIGURI,734013
632,KARNATAKA,KUSHALANAGARA,571234
633,WEST BENGAL,KOLKATA,700008
634,TAMIL NADU,CHENNAI,603112
635,WEST BENGAL,SIMLAPAL,722151
636,BIHAR,NARKATIAGANJ,845455
637,MAHARASHTRA,"WAGHOLI, PUNE",412207
638,NAGALAND,KOHIMA,797001
639,PUNJAB,JALANDHAR,144008
640,KARNATAKA,BENGALURU,560087
641,GUJARAT,SURAT,394210
642,MAHARASHTRA,THANE (W),400601
643,KARNATAKA,MYSURU,570023
644,DELHI,NEW DELHI,110052
645,GOA,PORVORIM,403501
646,UTTAR PRADESH,NOIDA,201304
647,MAHARASHTRA,VASAI,401201
648,ASSAM,GUWAHATI,781011
649,MAHARASHTRA,SANGLI,416416
650,GUJARAT,VADODARA,390010
